NUANO,NUVOLUME,NUTRAMITE,FLTIPOPROCESSO,CDTIPOPARECER,CDMOTIVOTRAMI,FLPARECERASSINADO,FLTRAMIASSINADA,FLULTIMO,FLSITUACAO,FLSIGILOSO,FLPERMITERECUSA,FLBLOQUEIATRAMI,CDORGAOORIGEM,CDORGAOTRAMI
2014,1,5,F,4,,,,S,A,N,S,0,59,1996
2014,0,2,L,,,,,,,N,S,0,2006,163
2014,0,2,L,,,,,,,N,S,0,10,1006
2014,0,139,L,,,,,,,N,S,0,51,5901
2014,1,6,F,4,,,,S,A,N,S,0,1876,50
2014,0,5,L,,,,,,,N,S,0,2004,50
2011,3,424,F,4,,,,N,Q,N,S,0,92,2002
2014,1,4,F,,,,,S,A,N,S,0,1793,50
2014,1,82,F,4,,,,N,Q,N,S,0,633,2002
2014,0,3,L,,,,,,,N,S,0,83,777
2014,0,7,L,,,,,,,N,S,0,2008,201
2014,0,1,L,,,,,,,N,,0,,1791
2013,2,252,F,,,,,N,R,N,S,0,51,2002
2014,1,6,F,4,,,,S,A,N,S,0,51,1006
2014,1,8,F,4,,,,S,Q,N,S,0,1,7
2018,0,3,L,,,,,,,N,S,0,27,2012
2014,0,6,L,,,,,,,N,S,0,1793,50
2014,0,7,L,,,,,,,N,S,0,201,2012
2014,0,3,C,,,,,,,N,S,0,1875,93
2014,0,8,L,,,,,,,N,S,0,7,7
2012,2,122,F,4,,,,S,Q,N,S,0,633,2002
2014,1,13,F,4,,,,S,A,N,S,0,7,50
2014,1,22,F,4,,,,S,A,N,S,0,51,5901
2014,1,9,F,4,,,,S,A,N,S,0,10,2018
2014,1,45,F,4,,,,S,A,N,S,0,633,2002
2014,1,8,F,,,,,S,A,N,S,0,51,2002
2014,0,12,L,,,,,,,N,S,0,1537,51
2014,1,9,F,,,,,S,E,N,S,0,2127,2129
2014,0,2,C,,,,,,,N,S,0,1,1539
2014,1,7,F,4,,,,S,A,N,S,0,5895,51
2013,2,106,F,4,,,,S,A,N,S,0,51,5901
2014,0,14,L,,,,,,,N,S,0,50,201
2014,0,11,L,,,,,,,N,S,0,201,2012
2014,0,2,C,,,,,,,N,S,0,1537,51
2017,1,4,F,,,,,S,E,N,S,0,7,5221
2014,0,46,L,,,,,,,N,S,0,51,5901
2014,1,13,F,4,,,,S,A,N,S,0,10,2018
2014,0,27,L,,,,,,,N,S,0,2004,50
2014,0,5,L,,,,,,,N,S,0,5951,50
2014,1,1,F,4,,,,S,A,N,,0,,2018
2012,1,146,F,4,,,,N,Q,N,S,0,633,2002
2014,0,4,L,,,,,,,N,S,0,1537,2008
2014,0,15,L,,,,,,,N,S,0,50,201
2017,1,63,F,,,,,S,E,N,S,0,51,5901
2014,0,2,C,,,,,,,N,S,0,1,223
2014,1,25,F,,,,,S,Q,N,S,0,633,2002
2014,1,4,F,4,,,,S,A,N,S,0,7,2008
2014,0,11,L,,,,,,,N,S,0,51,5901
2014,2,77,F,4,,,,N,Q,N,S,0,51,2002
2014,1,4,F,,,,,S,E,N,S,0,2002,1788
2018,1,7,F,4,,,,S,A,N,S,0,633,50
2014,1,10,F,,,,,S,E,N,S,0,2012,201
2014,0,23,L,,,,,,,N,S,0,3,7
2016,1,4,F,,,,,S,E,N,S,0,,201
2014,1,2,F,,,,,S,E,N,S,0,7,1539
2014,0,4,L,,,,,,,N,S,0,2006,2018
2014,1,10,F,,,,,S,E,N,S,0,6027,51
2014,0,4,L,,,,,,,N,S,0,2014,2002
2014,3,474,F,4,,,,N,A,N,S,0,51,5901
2015,0,236,L,,,,,,,N,S,0,633,2002
2014,1,13,F,4,,,,S,A,N,S,0,2,5901
2015,0,18,L,,,,,,,N,S,0,2002,5901
2015,0,2,L,,,,,,,N,S,0,7,1986
2014,0,13,L,,,,,,,N,S,0,92,93
2015,0,16,L,,,,,,,N,S,0,92,93
2014,0,7,L,,,,,,,N,S,0,1,2002
2014,0,4,L,,,,,,,N,S,0,7,6029
2015,1,17,F,4,,,,S,Q,N,S,0,633,2002
2015,1,5,F,4,,,,S,A,N,S,0,27,2008
2015,0,6,L,,,,,,,N,S,0,2008,2004
2014,0,6,L,,,,,,,N,S,0,7,62
2015,0,2,L,,,,,,,N,S,0,201,53
2014,0,14,L,,,,,,,,S,0,1786,51
2015,1,6,F,4,,,,S,A,N,S,0,1,2002
2014,0,14,L,,,,,,,N,S,0,92,93
2015,1,7,F,,,,,S,E,N,S,0,2008,2004
2015,1,1,F,,,,,S,E,N,,0,,2018
2014,0,2,C,,,,,,,N,S,0,1537,432
2015,1,14,F,4,,,,S,A,N,S,0,10,10
2015,1,8,F,4,,,,S,A,N,S,0,53,27
2015,0,22,L,,,,,,,N,S,0,2,5901
2015,1,11,F,4,,,,S,A,N,S,0,2004,50
2014,1,1,F,,,,,S,E,N,,0,,2002
2014,1,8,F,4,,,,S,A,N,S,0,1,2002
2015,0,2,L,,,,,,,N,S,0,1,33
2015,0,2,L,,,,,,,N,S,0,1,32
2014,1,4,F,,,,,S,E,N,S,0,7,1
2014,0,4,L,,,,,,,N,S,0,2129,1788
2013,2,188,F,,,,,N,R,N,S,0,633,2002
2014,0,22,L,,,,,,,N,S,0,92,93
2014,1,34,F,,,,,S,E,N,S,0,51,5901
2014,0,1,L,1,2,,,,,N,,0,,201
2015,1,16,F,4,,,,S,A,N,S,0,2002,93
2015,0,21,L,,,,,,,N,S,0,633,2002
2014,0,24,L,,,,,,,N,S,0,51,5901
2015,0,4,L,,,,,,,N,S,0,2006,50
2015,0,3,C,,,,,,,N,S,0,7,1
2015,0,2,L,,,,,,,N,S,0,50,2008
2014,1,5,F,4,,,,S,A,N,S,0,7,2006
2015,0,2,L,,,,,,,N,S,0,1,2002
2014,0,18,L,,,,,,,N,S,0,1006,2002
2015,0,3,L,,,,,,,N,S,0,32,7
2015,1,20,F,4,,,,S,A,N,S,0,27,10
2014,2,82,F,4,,,,S,A,N,S,0,633,51
2015,0,5,L,,,,,,,N,S,0,10,92
2015,1,2,F,,,,,S,E,N,S,0,1,435
2014,1,4,F,4,,,,S,A,N,S,0,51,10
2014,1,5,F,4,,,,S,A,N,S,0,2,10
2014,0,15,L,,,,,,,N,S,0,51,5901
2015,0,9,L,,,,,,,N,S,0,2,5901
2015,1,8,F,4,,,,S,A,N,S,0,2018,10
2015,0,15,L,,,,,,,N,S,0,201,2004
2014,1,8,F,,,,,S,E,N,S,0,10,2018
2014,0,2,L,,,,,,,,S,0,1791,51
2015,0,3,L,,,,,,,N,S,0,163,6062
2014,0,51,L,,,,,,,N,S,0,51,2002
2015,1,5,F,4,,,,S,A,N,S,0,50,7
2014,1,26,F,4,,,,S,Q,N,S,0,608,2002
2015,0,4,L,,,,,,,N,S,0,27,7
2015,0,75,L,,,,,,,N,S,0,51,5901
2015,1,8,F,4,,,,S,A,N,S,0,92,5901
2015,0,2,L,,,,,,,N,S,0,778,2006
2015,0,3,L,,,,,,,N,S,0,52,7
2014,1,45,F,4,,,,S,A,N,S,0,1537,1996
2015,0,12,L,,,,,,,N,S,0,633,1791
2015,1,22,D,4,,,,S,A,N,S,0,50,2006
2015,0,83,L,,,,,,,N,S,0,633,2002
2015,1,5,F,4,,,,S,A,N,S,0,633,1791
2015,0,9,G,,,,,,,N,S,0,27,50
2015,1,24,D,4,,,,S,Q,N,S,0,50,2006
2014,1,7,F,4,,,,S,A,N,S,0,51,10
2014,0,18,L,,,,,,,N,S,0,201,50
2015,0,19,L,,,,,,,N,S,0,1006,5901
2013,2,145,F,4,,,,S,A,N,S,0,633,2002
2015,1,97,F,4,,,,N,A,N,S,0,51,5901
2014,0,2,C,,,,,,,N,S,0,1,60
2015,0,3,L,,,,,,,,S,0,51,2129
2015,1,6,F,4,,,,S,A,N,S,0,1,7
2015,1,16,F,,,,,S,A,N,S,0,633,2002
2014,0,2,L,,,,,,,N,S,0,2012,93
2014,1,15,F,4,,,,S,A,N,S,0,1537,1996
2015,1,4,F,4,,,,S,A,N,S,0,778,7
2014,1,33,F,,,,,S,Q,N,S,0,633,2002
2014,1,83,F,,,,,S,E,N,S,0,51,5901
2015,0,4,L,,,,,,,N,S,0,51,32
2014,1,35,F,,,,,S,R,N,S,0,1537,6027
2015,0,5,L,,,,,,,N,S,0,7,7
2015,0,51,L,,,,,,,N,S,0,51,5901
2015,1,7,F,4,,,,S,Q,N,S,0,27,2008
2015,1,4,F,4,,,,S,A,N,S,0,,1
2015,1,27,F,4,,,,S,Q,N,S,0,1996,93
2015,0,3,L,,,,,,,N,S,0,7,498
2015,1,3,F,4,,,,S,A,N,S,0,7,27
2015,1,28,F,4,,,,S,A,,S,0,1006,51
2015,0,3,L,,,,,,,N,S,0,1539,1881
2015,0,6,L,,,,,,,N,S,0,27,50
2015,1,18,F,4,,,,S,Q,N,S,0,27,50
2015,0,3,L,,,,,,,N,S,0,1,1876
2014,0,38,L,,,,,,,N,S,0,633,2002
2015,0,8,L,,,,,,,N,S,0,1537,7
2014,0,14,L,,,,,,,N,S,0,1537,2002
2015,1,12,F,,,,,S,A,N,S,0,633,51
2015,1,6,F,,,,,S,E,N,S,0,51,2002
2014,0,9,L,,,,,,,N,S,0,83,777
2014,0,2,L,,,,,,,N,S,0,2006,50
2015,0,3,L,,,,,,,N,S,0,2014,7
2015,0,9,L,,,,,,,N,S,0,2002,1791
2015,0,5,L,,,,,,,N,S,0,1,51
2015,1,7,F,,,,,S,E,N,S,0,51,1006
2014,0,3,L,,,,,,,N,S,0,1537,50
2015,0,18,L,,,,,,,N,S,0,2,93
2015,0,3,L,,,,,,,N,S,0,1537,7
2015,0,2,L,,,,,,,N,S,0,10,2006
2014,1,31,F,4,,,,S,A,N,S,0,1006,5901
2015,1,6,F,4,,,,S,A,N,S,0,93,1996
2015,0,6,L,,,,,,,N,S,0,1,7
2015,0,15,L,,,,,,,N,S,0,1791,51
2015,0,4,L,,,,,,,N,S,0,7,10
2015,0,5,L,,,,,,,,S,0,1006,51
2015,0,2,C,,,,,,,N,S,0,7,1047
2015,1,20,F,,,,,S,E,N,S,0,633,2002
2015,0,7,L,,,,,,,N,S,0,50,2004
2015,1,9,F,,,,,S,E,N,S,0,633,50
2014,2,101,F,4,,,,S,Q,N,S,0,1993,2002
2015,0,4,L,,,,,,,N,S,0,7,5221
2015,0,3,L,,,,,,,N,S,0,1,5221
2015,1,4,F,,,,,S,E,N,S,0,498,7
2015,0,4,L,,,,,,,N,S,0,2129,7
2015,0,4,C,,,,,,,N,S,0,7,435
2015,1,27,F,,,,,S,A,N,S,0,1537,1996
2015,0,2,G,,,,,,,N,S,0,7,92
2015,0,10,L,,,,,,,N,S,0,1537,2012
2015,1,2,F,4,,,,S,A,N,S,0,7,282
2015,1,12,F,4,,,,S,A,N,S,0,1,2002
2015,0,3,L,,,,,,,N,S,0,1881,7
2015,1,3,F,4,,,,S,Q,N,S,0,2,7
2015,1,14,F,,,,,S,E,N,S,0,27,2012
2015,1,26,F,4,,,,S,A,N,S,0,27,50
2015,0,12,L,,,,,,,N,S,0,2,5901
2015,0,2,C,,,,,,,N,S,0,7,1017
2015,1,16,F,4,,,,S,Q,N,S,0,27,7
2015,1,8,F,4,,,,S,A,N,S,0,1006,53
2015,0,2,L,,,,,,,N,S,0,35,2002
2015,0,13,L,,,,,,,N,S,0,27,50
2015,1,3,F,,,,,S,E,N,S,0,7,243
2015,0,5,L,,,,,,,N,S,0,51,5901
2015,0,5,L,,,,,,,N,S,0,51,1996
2015,1,16,F,4,,,,S,Q,N,S,0,92,93
2015,1,28,F,,,,,S,E,N,S,0,50,2012
2015,0,2,C,,,,,,,N,S,0,1,10
2015,1,3,F,4,,,,S,A,N,S,0,27,10
2015,0,2,C,,,,,,,N,S,0,7,466
2015,0,4,L,,,,,,,N,S,0,7,2014
2015,0,12,L,,,,,,,N,S,0,5901,1006
2015,1,10,F,,,,,S,E,N,S,0,27,50
2015,1,13,F,4,,,,S,A,N,S,0,50,2004
2015,0,7,L,,,,,,,N,S,0,1881,7
2015,0,2,L,,,,,,,N,S,0,10,1
2015,1,7,F,4,,,,S,Q,N,S,0,53,10
2015,1,10,F,,,,,S,R,N,S,0,2008,2004
2015,0,8,L,,,,,,,N,S,0,7,83
2015,0,3,C,,,,,,,N,S,0,1594,7
2015,0,2,C,,,,,,,N,S,0,7,379
2015,1,9,F,4,,,,S,A,N,S,0,51,10
2015,0,79,L,,,,,,,N,S,0,51,5901
2015,0,2,L,,,,,,,N,S,0,50,163
2015,1,9,F,4,,,,S,A,N,S,0,2004,50
2015,0,177,L,,,,,,,N,S,0,51,5901
2015,0,4,L,,,,,,,,S,0,1788,51
2015,0,12,L,,,,,,,N,S,0,50,2006
2015,1,53,F,4,,,,N,A,N,S,0,633,51
2015,1,5,D,4,,,,S,A,N,S,0,633,93
2015,1,3,F,4,,,,S,A,N,S,0,5991,6001
2015,1,2,F,4,,,,S,A,N,S,0,7,345
2015,0,1,L,,,,,,,N,,0,,1996
2015,0,3,L,,,,,,,N,S,0,51,10
2015,0,6,L,,,,,,,N,S,0,10,53
2015,1,3,F,4,,,,S,A,N,S,0,1211,7
2015,0,3,C,,,,,,,N,S,0,7,4908
2015,1,6,F,4,,,,S,A,N,S,0,7,1566
2015,1,4,F,4,,,,S,A,N,S,0,,1006
2015,0,1,L,1,4,,,,,N,,0,,7
2015,1,524,F,4,,,,N,A,N,S,0,51,5901
2015,0,4,L,,,,,,,N,S,0,7,7
2015,1,12,F,4,,,,S,A,N,S,0,51,93
2015,1,15,F,4,,,,S,A,N,S,0,7,27
2015,1,9,F,,,,,S,R,N,S,0,633,50
2015,0,5,L,,,,,,,N,S,0,1788,1537
2015,0,7,L,,,,,,,,S,0,5901,1006
2015,0,6,L,,,,,,,N,S,0,50,201
2015,1,2,F,4,,,,S,A,N,S,0,7,403
2015,1,12,F,4,,,,S,A,N,S,0,51,2002
2015,1,29,F,4,,,,S,A,N,S,0,27,50
2015,1,2,F,4,,,,S,A,N,S,0,7,454
2015,1,8,F,4,,,,S,A,N,S,0,27,50
2015,0,2,C,,,,,,,N,S,0,7,1978
2015,1,4,F,,,,,S,E,N,S,0,7,1539
2015,0,11,L,,,,,,,N,S,0,7,27
2015,0,3,L,,,,,,,N,S,0,7,61
2015,1,10,F,4,,,,S,A,N,S,0,3,7
2015,0,2,L,,,,,,,N,S,0,2004,2006
2015,1,14,F,4,,,,S,A,N,S,0,50,2006
2015,1,8,F,4,,,,S,A,N,S,0,50,2006
2015,1,5,F,,,,,S,Q,N,S,0,633,51
2015,0,91,L,,,,,,,N,S,0,633,2002
2014,4,332,F,4,,,,S,A,N,S,0,51,5901
2015,0,6,L,,,,,,,N,S,0,6029,50
2015,0,3,C,,,,,,,N,S,0,1662,7
2015,0,3,L,,,,,,,N,S,0,6029,52
2015,0,2,C,,,,,,,N,S,0,7,1243
2015,1,24,F,,,,,S,A,N,S,0,1,1996
2015,1,11,F,4,,,,S,Q,N,S,0,1,7
2015,1,1,F,4,,,,S,Q,N,,0,,7
2015,0,16,L,,,,,,,N,S,0,201,2012
2015,0,3,L,,,,,,,N,S,0,7,32
2015,0,15,L,,,,,,,N,S,0,633,93
2015,0,19,L,,,,,,,N,S,0,53,93
2015,0,5,L,,,,,,,N,S,0,6221,7
2015,0,12,L,,,,,,,N,S,0,50,2004
2015,1,2,F,4,,,,S,A,N,S,0,7,1558
2015,0,4,C,,,,,,,N,S,0,7,429
2015,0,5,L,,,,,,,N,S,0,1875,7
2015,1,11,F,4,,,,S,A,N,S,0,1537,2002
2015,1,9,F,4,,,,S,Q,N,S,0,1,1996
2015,0,28,L,,,,,,,N,S,0,633,93
2015,1,3,F,4,,,,S,A,N,S,0,1788,1537
2015,0,16,L,,,,,,,N,S,0,6029,92
2015,0,4,G,,,,,,,N,S,0,51,777
2015,0,11,L,,,,,,,N,S,0,6027,7
2015,1,9,F,4,,,,S,Q,N,S,0,51,10
2015,0,2,L,,,,,,,N,S,0,7,633
2015,0,14,L,,,,,,,N,S,0,27,50
2015,0,8,L,,,,,,,N,S,0,6029,50
2015,1,28,F,4,,,,S,A,N,S,0,51,5901
2015,1,13,F,,,,,S,E,N,S,0,51,2002
2015,0,5,L,,,,,,,N,S,0,6029,7
2015,1,17,F,4,,,,S,Q,N,S,0,53,1996
2015,0,1,G,,,,,,,N,,0,,2
2015,0,2,C,,,,,,,N,S,0,7,1537
2015,0,4,L,,,,,,,N,S,0,10,92
2009,3,261,F,4,,,,N,Q,N,S,0,2,5901
2009,1,259,F,4,,,,N,Q,N,S,0,2,5901
2015,0,4,C,,,,,,,N,S,0,7,307
2015,0,2,L,,,,,,,N,S,0,7,2
2015,0,2,C,,,,,,,N,S,0,7,280
2015,1,2,F,,,,,S,E,N,S,0,,50
2015,1,25,F,4,,,,S,Q,N,S,0,633,51
2015,0,22,L,,,,,,,N,S,0,2002,51
2015,0,3,L,,,,,,,N,S,0,7,90
2015,0,3,L,,,,,,,N,S,0,1537,59
2015,0,17,L,,,,,,,N,S,0,777,51
2014,2,58,F,4,,,,S,A,N,S,0,1537,1996
2015,1,5,F,4,,,,S,A,N,S,0,7,1791
2015,0,3,L,,,,,,,N,S,0,1635,7
2015,0,4,L,,,,,,,N,S,0,1986,92
2015,1,2,F,,,,,S,E,N,S,0,7,1558
2015,0,2,C,,,,,,,N,S,0,7,4732
2015,0,20,L,,,,,,,N,S,0,1996,93
2015,0,19,L,,,,,,,N,S,0,2012,201
2015,0,4,L,,,,,,,N,S,0,51,163
2015,1,6,F,4,,,,S,A,,S,0,5901,1006
2013,1,4,F,4,,,,S,A,N,S,0,7,331
2014,1,7,F,4,,,,S,A,N,S,0,1788,7
2015,0,2,L,,,,,,,N,S,0,7,2002
2015,1,14,F,4,,,,S,A,N,S,0,51,10
2015,0,4,L,,,,,,,N,S,0,53,50
2015,1,17,D,,,,,S,R,N,S,0,1537,2002
2015,1,4,F,,,,,S,E,N,S,0,51,5901
2015,1,16,F,4,,,,S,A,N,S,0,7,2002
2015,0,2,G,,,,,,,N,S,0,5895,50
2015,0,16,L,,,,,,,N,S,0,633,93
2015,1,3,F,,,,,S,E,N,S,0,7,1
2015,1,17,F,,,,,S,R,N,S,0,52,7
2015,0,3,L,,,,,,,N,S,0,51,50
2015,0,7,L,,,,,,,N,S,0,5901,2
2015,0,1,L,1,,,,,,N,,0,,60
2015,1,39,F,,,,,S,Q,N,S,0,5901,2002
2015,0,2,C,,,,,,,N,S,0,7,1566
2015,1,6,F,,,,,S,E,,S,0,7,51
2015,0,3,C,,,,,,,N,S,0,418,7
2015,0,2,C,,,,,,,N,S,0,7,404
2015,1,78,F,,,,,S,A,N,S,0,51,2002
2015,1,21,F,4,,,,S,A,N,S,0,633,1791
2015,0,1,L,,,,,,,N,,0,,27
2015,1,20,F,4,,,,S,A,N,S,0,1,2002
2015,1,19,F,4,,,,S,Q,N,S,0,2,2002
2015,1,2,F,4,,,,S,A,N,S,0,7,434
2015,0,10,L,,,,,,,N,S,0,2008,2004
2015,1,17,F,,,,,S,E,N,S,0,51,2002
2015,0,4,G,,,,,,,N,S,0,5976,7
2015,1,5,F,4,,,,S,A,N,S,0,2018,10
2015,0,1,L,,,,,,,N,,0,,2002
2015,0,2,L,,,,,,,N,S,0,201,1562
2015,2,139,F,4,,,,S,Q,N,S,0,633,2002
2015,0,2,L,,,,,,,N,S,0,7,345
2015,1,8,F,,,,,S,E,,S,0,51,5895
2015,0,6,L,,,,,,,N,S,0,1537,10
2013,2,167,F,4,,,,S,A,N,S,0,1537,1996
2015,1,3,F,4,,,,S,A,N,S,0,6029,92
2015,1,767,F,,,,,N,A,N,S,0,5901,2002
2015,3,766,F,,,,,S,A,N,S,0,5901,2002
2015,0,5,L,,,,,,,N,S,0,602,7
2015,0,1,L,1,2,,,,,N,,0,,10
2015,1,74,F,,,,,N,E,N,S,0,1788,2002
2015,1,21,F,4,,,,S,Q,N,S,0,633,50
2015,1,9,F,,,,,S,R,N,S,0,1537,2012
2015,0,2,C,,,,,,,N,S,0,7,349
2017,1,4,F,4,,,,S,A,N,S,0,27,50
2015,1,9,F,4,,,,S,A,N,S,0,50,2006
2015,1,7,F,4,,,,S,A,N,S,0,1788,7
2016,0,16,L,,,,,,,N,S,0,2002,633
2015,0,2,C,,,,,,,N,S,0,7,1786
2015,1,28,F,,,,,S,E,N,S,0,1793,623
2015,1,188,F,,,,,N,R,N,S,0,51,2002
2015,1,14,F,,,,,N,E,N,S,0,5901,2002
2014,3,222,F,4,,,,S,Q,N,S,0,51,5901
2015,0,6,L,,,,,,,N,S,0,83,778
2015,2,397,F,,,,,N,E,N,S,0,51,5901
2015,0,9,L,,,,,,,,S,0,83,51
2015,1,1,F,4,,,,S,Q,N,,0,,1996
2015,0,3,L,,,,,,,N,S,0,59,10
2015,1,12,F,4,,,,S,A,,S,0,1788,51
2015,0,13,L,,,,,,,N,S,0,1,608
2015,0,117,L,,,,,,,N,S,0,5901,2002
2015,1,28,F,4,,,,S,Q,N,S,0,10,5901
2015,1,2,F,,,,,S,E,N,S,0,,1788
2015,1,25,F,4,,,,S,A,N,S,0,10,2002
2015,1,5,F,,,,,S,E,N,S,0,7,6029
2015,0,10,L,,,,,,,N,S,0,2,93
2015,0,11,L,,,,,,,N,S,0,1,7
2015,0,22,L,,,,,,,N,S,0,92,93
2015,1,13,F,4,,,,S,A,N,S,0,1788,5901
2013,3,229,F,,,,,S,R,N,S,0,633,2002
2013,2,80,F,,,,,N,E,N,S,0,51,2002
2015,0,4,L,,,,,,,N,S,0,51,5895
2015,1,6,F,,,,,S,E,N,S,0,2012,201
2014,1,8,F,,,,,S,R,N,S,0,2012,201
2015,1,9,F,,,,,S,E,N,S,0,83,7
2015,0,49,L,,,,,,,N,S,0,5901,2002
2015,1,10,F,4,,,,S,A,N,S,0,1788,5901
2015,0,41,L,,,,,,,N,S,0,633,51
2015,1,6,F,,,,,S,E,N,S,0,27,50
2015,0,6,L,,,,,,,N,S,0,7,60
2015,1,51,F,4,,,,S,Q,N,S,0,51,2002
2015,1,15,F,4,,,,S,A,N,S,0,92,5901
2015,1,11,F,4,,,,S,A,N,S,0,53,1996
2015,1,11,F,,,,,S,E,N,S,0,1537,1996
2015,0,11,L,,,,,,,,S,0,776,51
2015,0,91,L,,,,,,,N,S,0,5901,2002
2014,1,16,F,4,,,,S,A,,S,0,5895,51
2015,0,2,C,,,,,,,N,S,0,7,5907
2015,1,2,F,4,,,,S,A,N,S,0,10,5893
2015,0,3,L,,,,,,,N,S,0,1537,1006
2015,0,4,L,,,,,,,N,S,0,51,6065
2015,1,4,F,,,,,S,E,N,S,0,7,219
2015,1,2,F,4,,,,S,A,N,S,0,7,349
2015,1,4,D,,,,,S,E,N,S,0,6101,6264
2015,1,4,F,4,,,,S,A,N,S,0,3,7
2015,0,5,L,,,,,,,N,S,0,7,6029
2015,1,6,F,4,,,,S,A,N,S,0,7,1978
2015,1,3,F,4,,,,S,Q,N,S,0,53,10
2015,0,7,L,,,,,,,N,S,0,2004,50
2015,0,2,C,,,,,,,N,S,0,7,316
2015,0,7,L,,,,,,,N,S,0,2,5901
2015,0,7,L,,,,,,,N,S,0,51,2002
2015,1,10,F,4,,,,S,Q,N,S,0,1,2002
2015,1,75,F,4,,,,N,Q,N,S,0,5901,2002
2015,0,19,L,,,,,,,N,S,0,51,93
2016,0,4,L,,,,,,,N,S,0,7,748
2016,1,11,F,,,,,S,E,N,S,0,1,1996
2016,0,4,L,,,,,,,N,S,0,27,2012
2016,0,2,L,,,,,,,N,S,0,7,83
2016,0,10,L,,,,,,,N,S,0,2,93
2015,1,16,F,4,,,,S,A,N,S,0,2,93
2016,0,17,L,,,,,,,N,S,0,2,5901
2015,0,15,L,,,,,,,N,S,0,51,93
2016,2,52,F,,,,,S,R,N,S,0,51,2002
2016,0,3,L,,,,,,,N,S,0,7,27
2016,1,3,F,4,,,,S,A,N,S,0,1539,7
2016,0,3,L,,,,,,,N,S,0,1,35
2016,1,3,F,4,,,,S,A,N,S,0,,7
2016,1,4,F,4,,,,S,A,N,S,0,7,27
2016,1,2,F,4,,,,S,A,N,S,0,7,608
2016,1,4,F,,,,,S,A,N,S,0,2018,10
2016,1,2,F,4,,,,S,A,N,S,0,51,1006
2016,1,7,F,4,,,,S,A,N,S,0,7,50
2016,0,3,L,,,,,,,N,S,0,7,1881
2016,0,2,L,,,,,,,N,S,0,7,1993
2015,0,3,G,,,,,,,N,S,0,51,1006
2016,0,2,C,,,,,,,N,S,0,7,392
2016,1,9,F,4,,,,S,Q,N,S,0,2,93
2016,0,17,L,,,,,,,N,S,0,27,50
2015,1,38,F,,,,,S,R,N,S,0,2002,92
2016,0,5,L,,,,,,,N,S,0,50,2006
2016,0,4,C,,,,,,,N,S,0,7,498
2016,1,2,F,4,,,,S,A,N,S,0,7,433
2016,0,3,L,,,,,,,N,S,0,2004,50
2016,0,3,L,,,,,,,N,S,0,51,2002
2016,0,5,L,,,,,,,N,S,0,1875,7
2015,0,3,L,,,,,,,N,S,0,1875,7
2015,0,16,L,,,,,,,N,S,0,2,5901
2016,1,1,F,,,,,S,E,N,,0,,2008
2016,1,3,F,,,,,S,E,N,S,0,,7
2016,0,78,L,,,,,,,N,S,0,5901,2002
2015,1,8,F,4,,,,S,A,N,S,0,5932,2002
2015,2,510,F,,,,,N,R,N,S,0,1537,2002
2016,0,5,L,,,,,,,N,S,0,27,2012
2016,0,8,L,,,,,,,N,S,0,1793,50
2016,1,23,F,,,,,S,Q,N,S,0,1993,2002
2016,0,2,C,,,,,,,N,S,0,7,433
2016,0,4,L,,,,,,,N,S,0,6029,92
2016,1,17,F,4,,,,S,A,N,S,0,1006,5901
2015,1,6,F,4,,,,S,Q,N,S,0,50,2006
2016,0,2,L,,,,,,,N,S,0,7,1539
2015,1,5,F,,,,,S,E,N,S,0,7,498
2016,0,2,L,,,,,,,N,S,0,50,7
2016,0,15,L,,,,,,,N,S,0,51,1006
2016,1,7,F,4,,,,S,A,N,S,0,633,50
2015,2,88,F,4,,,,S,Q,N,S,0,633,2002
2016,0,1,L,,,,,,,N,,0,,60
2016,0,2,C,,,,,,,N,S,0,7,432
2016,1,17,F,,,,,S,E,N,S,0,7,1996
2015,3,339,F,,,,,N,R,N,S,0,7,2002
2016,0,3,L,,,,,,,N,S,0,50,201
2016,0,6,L,,,,,,,N,S,0,53,93
2016,0,12,L,,,,,,,N,S,0,6029,7
2016,1,2,F,4,,,,S,A,N,S,0,53,93
2016,1,5,F,4,,,,S,A,N,S,0,1537,608
2016,0,69,L,,,,,,,N,S,0,51,5901
2016,1,31,F,4,,,,S,Q,N,S,0,5901,2002
2015,0,8,L,,,,,,,N,S,0,1788,7
2016,0,4,L,,,,,,,N,S,0,7,27
2016,0,5,L,,,,,,,,S,0,51,1006
2016,0,19,L,,,,,,,N,S,0,1537,1996
2016,0,5,L,,,,,,,N,S,0,1793,50
2015,1,17,F,4,,,,S,A,N,S,0,2,5901
2015,0,62,L,,,,,,,N,S,0,92,2002
2016,3,16,F,,,,,N,E,N,S,0,1539,7
2016,1,10,F,4,,,,S,A,N,S,0,35,1006
2016,1,12,F,4,,,,S,A,N,S,0,2,5901
2016,1,27,F,4,,,,S,Q,N,S,0,2,2002
2015,1,18,F,4,,,,S,A,N,S,0,51,5901
2016,0,3,L,,,,,,,N,S,0,53,2
2015,0,6,C,,,,,,,N,S,0,7,498
2016,0,2,C,,,,,,,N,S,0,7,5287
2016,0,3,L,,,,,,,N,S,0,608,35
2015,1,14,F,4,,,,S,Q,N,S,0,1,1996
2016,1,6,F,,,,,S,A,N,S,0,51,2002
2016,0,2,C,,,,,,,N,S,0,7,330
2016,1,17,F,4,,,,S,Q,N,S,0,27,50
2016,0,3,L,,,,,,,N,S,0,5901,778
2016,0,5,L,,,,,,,N,S,0,32,7
