@relation 'tramitacoes2018_2-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-2,4,7-8'

@attribute CDASSUNTO {1,2,3,4,5,6,7,9,10,11,13,14,15,16,17,19,20,21,22,23,24,25,26,28,29,30,32,38,39,41,44,49,70,71,73,74,75,77,78,79,80,83,89,91,92,93,94,96,97,98,99,100,101,102,103,105,106,107,108,109,110,111,112,114,115}
@attribute CDSETORRESP {1,2,7,8,10,20,27,32,33,35,39,47,50,51,52,53,60,62,83,90,92,93,141,151,213,229,259,277,284,285,305,348,364,450,756,1006,1078,1103,1286,1308,1397,1417,1537,1538,1539,1540,1541,1575,1786,1788,1791,1793,1844,1875,1876,1881,1978,1996,2002,2004,2006,2008,2010,2012,2014,5743,5885,5930,5982,5994,6027,6028,6029,6080,6083,6097,6211,6214,6215,6216,6221,6224,6227,6230}
@attribute CDSETORABERTURA {3,7,10,27,32,33,50,51,53,60,73,83,84,87,90,92,93,234,613,718,769,775,778,782,990,992,993,997,1006,1026,1061,1065,1072,1095,1205,1235,1249,1561,1786,1788,1791,1793,1835,1844,1875,1996,2002,2004,2005,2006,2007,2008,2010,2012,2014,2018,2128,5893,5895,5898,5899,5902,6064,6074,6080,6128,6205,6211,6214,6215,6216,6217,6218,6220,6221,6222,6230}
@attribute CDUSUARIO {AACASTRO,VASILVA,MCARVALHO,ACFREITAS,GERSON,VVCOSTA,ISRICARTE,REBSOUZA,FGCRUZ,PVCOSTA,MMANDRADE,SRPATRICIO,MWENTZ,CDSILVA,DDURIEUX,LJACQUES,CFSILVA,MTRICHARTZ,DORIS,JSOUZA,PPASSOLD,EKZAPPELINI,BVIEIRA,AHSANTOS,LCAVALLERI,ACRESPALDI,WBALSAMO,BBRIBEIRO,FPGCOSTA,EDORIGATTI,MTCESCONETO,ESARMENTO,NELIZA,PREMOR,HVMAZZOLA,BBROGNOLI,VOLIVEIRA,VAMARAL,LCSMACHADO,SDCARDOSO,JTRES,RMARTENDAL,CRODRIGUES,SMITHOMAZ,MMDASILVA,NRFERNANDES,DROGLIO,EMMFILHO,RCAVANHOLI,MIPZIMMERMANN,RRZDASILVA,TMBATISTA,SDMARCOS,MGUEDES,LFUHR,APPEREIRA,YCOSTA,ILIMA,PMFINARDI,VAGUIAR,MMARTINS,TBMEDEIROS,MAZEVEDO,LCLAGO,SAKOERICH,BCCORTES,MROSA,LDECKER,RKRAUS,DASILVA,KCIPRIANI,GJMOZZER,TLSANTOS,SFPEREIRA,BLEIRIA,KSANHAIA,VASMAFIOLETTI,RFERNANDES,SFLUZ,FEMSANTOS,YFERREIRA,LRGREGORIO,ACERVI,OBOING,ALIGARAUJO,LMDSANTOS,MVALERIO,GNDASILVA,MSCOSTA,LAVILLA,AMKOCH,FCOLLET,TRAMIRES,CLCCOSTA,IMCKOCHE,SLKRAESKI,ABSSOUZA,BFGONZAGA,MHULLER,LHSAAR,VPARGENDLER,EZANFERRARI,AVPEREIRA,TRECH,LEMPEREIRA,NMGODINHO,FLISBOA,SGA,TCRAIMUNDO,RGPINHEIRO,FREGIS,SRIGOTTI,LMSANTOS,JMMZEFERINO,ISA,HMARTINELLI,JMBARRETO,TCAPISTRANO,AGARAUJO,FBRITO,SSAMORIM,SKOCH,JBOMBASAR,LBUSS,JCCONRADO,RSCHIEFLER,FGREGUI,DCHEINECK,CSILVANO,LFROSA,MSARTOR,RELUZ,ENBRAS,WDACPARRELLA,RDAROS,TGBETIO,VRCASTRO,SELIAS,AMOLIVEIRA,JFONTOURA,MBATTIATO,MMONGUILHOTT,GMERIZE,ISILVEIRA,AVOLIVEIRA,FLCHAVES,FCOMIN,ISNUNES,MFTONINI,MGHENRIQUE,RCARLESSO,JJESKE,BSCUNHA,TBOSCHINI,SAMSILVA,MLIMA,SSIPRIANO,DBRISTOT,BNOSOL,SNORONHA,MCONCEICAO,RSDEMELO,RRAMOS,RGRUMICHE,RZEFERINO,LHNUNES,GDDASILVA,GCORREGGIO,JAPARECIDA,IAFACINI,PWBRAMONT,GFRANZONI,RPTDAVILA,FWESTPHAL,EAFORTES,RAOLIVEIRA,JOFERNANDES,FCORAL,LFIGUEIRO,FKSOUZA,CSMATOS,RSEIFFERT,VACSOUZA,FISILVA,SZALVES,JROMAN,LHTHIESEN,MWALETE,PRSOUZA,AGSILVEIRA,MAYRAS,KPRIM,CSILVEIRA,IZAFFONATO,AAALMEIDA,MCOLSEN,PSSILVEIRA,JMENDES,BCOLPANI,GMAY,AWILBERT,JROSARIO,RMARIA,PALLEBRANDT,MCVIEIRA,HCOUTINHO,SSCOUTINHO,LLSILVA,KASSUNCAO,MLSERPA,FADESDACUNHA,APISANI,TRROCHA,DSEEMANN,MGSILVA,GLDAROS,RRMORAES,EBIAZIN,MRROSA,TDASILVEIRA,SPIRES,JCOMIM,JANAINA,MGATELLI,LPASCOAL,FRRODRIGUES,AASILVA,AJUMES,CSOLIVEIRA,DBERGMANN,RNSTIPP,ALONGO,MDACOREGGIO,JPERING,CHRISTIAN,RDEVANGELISTA,NLORENZ,DCUNHA,JSBVILAIN,MMVALE,TGBARROS,RHSOUZA,CAMILADEOLIVEIRA,MGROSSL,LMARTINS,MMBERNARDINO,CRSANTOS,EVIECELI,CESTEIL,JACOSTA,GSILVEIRA,GMROSA,LVIEIRA,LKEMPNER,MWINTER,CVICENTE,IANNES,ADRIANO,OZANCHI,ROPIRES,AGRAZIOTIN,EGOULART,OCIOFFI,CBOSCHETTO,SOBIERAJSKI,CSIQUEIRA,JMORIGUTI,JBOTEGA,RHOFFMANN,AFERRAZ,EMENDES,TDDESOUZA,LMIGUEL,JKSILVA,LRDUARTE}
@attribute CDSETORORIGEM {1,2,3,4,7,10,27,32,33,35,50,51,52,53,59,60,61,62,73,83,84,87,90,92,93,225,234,238,310,429,459,498,589,613,633,718,748,769,775,776,778,782,789,790,862,990,992,993,994,997,1006,1017,1026,1061,1065,1072,1095,1205,1235,1249,1308,1519,1537,1539,1561,1786,1788,1791,1793,1804,1835,1844,1849,1875,1876,1978,1987,1996,2000,2002,2004,2005,2006,2007,2008,2010,2012,2014,2018,2127,2128,4732,5221,5893,5895,5898,5899,5901,5902,5932,5944,5957,5984,6020,6027,6029,6064,6065,6074,6080,6128,6205,6211,6213,6214,6215,6216,6217,6218,6220,6221,6222,6229,6230}
@attribute CDSETORDESTINO {1,2,3,4,7,10,27,32,33,35,50,51,52,53,59,60,61,62,83,84,87,90,92,93,225,230,238,310,429,431,436,459,498,524,589,613,633,748,775,776,778,782,789,790,862,994,997,1006,1017,1308,1519,1537,1539,1562,1786,1788,1791,1793,1804,1835,1844,1849,1875,1876,1881,1978,1987,1996,2000,2002,2004,2006,2008,2010,2012,2014,2018,2127,2128,2290,4732,5221,5287,5307,5893,5895,5899,5901,5902,5932,5944,5953,5957,5984,5986,6020,6027,6029,6062,6065,6080,6089,6103,6121,6211,6213,6214,6215,6216,6217,6218,6220,6221,6222,6229,6230}

@data
89,50,7,LJACQUES,50,53
28,1996,1996,SRPATRICIO,7,1996
28,1996,1996,MMANDRADE,1537,7
28,1996,1996,MMANDRADE,7,6027
28,93,93,REBSOUZA,633,53
29,1791,7,MTCESCONETO,633,1791
15,50,7,SDCARDOSO,2010,2004
15,50,7,WBALSAMO,50,2004
6,1,7,NELIZA,1,7
5,2010,7,NELIZA,7,2010
20,50,7,FEMSANTOS,2004,50
97,6215,51,MCARVALHO,92,2002
79,1537,7,NELIZA,6027,51
79,1537,7,JSOUZA,1537,6027
79,1537,7,RMARTENDAL,1788,2128
98,1537,1788,SFPEREIRA,51,2002
80,6083,6080,MAZEVEDO,1,5932
94,1,7,LJACQUES,50,2004
94,1,7,LJACQUES,50,2004
28,93,93,LDECKER,93,633
29,1791,7,SFLUZ,7,1791
29,1791,7,MTCESCONETO,633,1791
110,51,51,?,5895,1006
110,51,51,DORIS,51,5895
110,51,51,CSILVANO,1006,5895
23,2004,2004,TBMEDEIROS,2004,2012
110,51,51,NELIZA,6027,51
110,51,51,JCCONRADO,5901,92
110,51,51,SFPEREIRA,51,1537
91,1537,7,MMARTINS,50,2006
91,1537,7,SRPATRICIO,7,50
91,1537,7,JTRES,2006,7
91,1537,7,JSOUZA,7,50
89,6029,7,APPEREIRA,6029,53
89,6029,7,LJACQUES,50,6029
80,1537,7,SRPATRICIO,1537,7
80,1537,7,ACERVI,2002,6020
2,50,50,LJACQUES,50,2004
2,50,50,NELIZA,7,7
7,10,2004,JSOUZA,7,2004
7,10,2004,JSOUZA,7,7
44,1996,1996,MCARVALHO,92,1996
110,51,51,HVMAZZOLA,51,1006
89,2012,50,MMANDRADE,7,7
3,7,7,LJACQUES,50,7
41,6080,7,TGBETIO,6080,3
41,6080,7,JSOUZA,3,7
10,50,7,SFLUZ,2004,7
80,1,7,MMANDRADE,1978,7
110,51,51,HVMAZZOLA,51,7
110,51,51,YCOSTA,51,5901
110,51,51,IMCKOCHE,5901,92
110,51,51,MCARVALHO,92,5901
110,51,51,MSCOSTA,5895,51
91,6227,2002,BVIEIRA,6080,2002
110,51,51,DORIS,51,790
108,7,6230,WBALSAMO,6230,50
7,50,7,LJACQUES,50,2006
110,51,2002,AVPEREIRA,2002,92
1,7,51,MMARTINS,50,2012
7,10,10,EMMFILHO,5893,2018
80,1,7,NELIZA,1804,51
80,1,7,NELIZA,7,6027
101,10,10,GNDASILVA,5893,2010
4,50,7,LJACQUES,50,7
19,50,7,ALIGARAUJO,6029,50
44,10,10,ILIMA,53,633
44,10,10,MMANDRADE,7,53
44,10,10,MMANDRADE,7,7
7,10,10,EMMFILHO,5893,2018
80,1,7,MMANDRADE,7,50
80,1,7,LJACQUES,50,7
110,51,51,GERSON,51,92
29,7,7,MMANDRADE,7,1791
80,1537,7,NELIZA,33,7
3,6029,7,NELIZA,7,6029
2,50,7,LJACQUES,50,2004
110,51,2002,TRAMIRES,2002,633
25,50,50,WBALSAMO,50,2004
25,50,50,SRPATRICIO,7,7
80,1539,7,NELIZA,7,5221
110,51,2002,AGARAUJO,51,7
89,6230,6230,SDMARCOS,633,50
89,6230,6230,MMANDRADE,7,50
80,33,7,APPEREIRA,6029,33
17,2006,2006,JTRES,2006,50
17,2006,2006,VASILVA,2004,2006
6,2012,50,MMANDRADE,7,53
7,10,7,LFUHR,10,7
7,10,7,SRPATRICIO,7,10
110,51,1996,NELIZA,6080,1996
110,51,1996,NELIZA,7,1996
89,50,7,LJACQUES,50,53
89,50,7,NELIZA,7,50
11,6230,6230,VPARGENDLER,6230,50
110,51,51,MCARVALHO,92,93
20,50,7,VASILVA,2004,2010
20,50,7,MTCESCONETO,633,50
110,51,1996,CDSILVA,1996,53
89,50,7,MCARVALHO,92,2012
89,50,7,MMARTINS,50,2012
108,6230,50,LJACQUES,50,6230
108,6230,50,SRPATRICIO,7,7
108,6230,50,LJACQUES,50,7
39,1539,7,NELIZA,7,1539
39,1539,7,NELIZA,7,1539
23,6227,2004,VASILVA,1017,2004
7,2010,2010,VASMAFIOLETTI,10,2018
10,285,7,VASILVA,2004,2010
105,756,1996,MROSA,53,92
89,50,7,LJACQUES,50,2012
19,50,7,LAVILLA,7,6029
80,1537,7,NELIZA,6027,2002
2,6230,50,WBALSAMO,6230,50
80,6029,7,MMDASILVA,2010,2012
80,6029,7,MTCESCONETO,633,50
80,6029,7,VASILVA,50,2004
108,50,7,NELIZA,7,50
108,50,7,MMANDRADE,7,50
108,50,7,SRPATRICIO,7,6029
6,2010,2010,NELIZA,1537,2010
7,10,10,LFUHR,10,7
2,6230,50,SRPATRICIO,7,7
80,1,7,SRPATRICIO,6029,7
110,51,51,SDMARCOS,633,51
110,51,51,MSCOSTA,2002,5895
110,51,51,MSCOSTA,5895,7
110,51,51,SFPEREIRA,51,7
110,51,51,SRIGOTTI,5895,87
80,1,7,NELIZA,7,524
1,50,7,LJACQUES,50,2012
16,6029,7,LJACQUES,50,2004
3,6029,7,SRPATRICIO,7,6029
7,2006,2006,RFERNANDES,2006,2012
10,50,7,SFLUZ,7,50
110,51,1996,MCARVALHO,92,1996
110,51,1996,KSANHAIA,1996,7
110,51,1996,MLIMA,1996,1537
110,51,1996,ESARMENTO,53,1996
110,51,1996,MLIMA,1996,6080
89,50,7,NELIZA,7,50
7,1,7,SRPATRICIO,6029,7
3,6029,7,LJACQUES,50,2004
10,50,50,MMANDRADE,7,50
93,7,7,MMANDRADE,7,7
93,7,7,AHSANTOS,1537,7
3,50,7,APPEREIRA,6029,50
91,6227,2002,PREMOR,6080,1
23,2004,2004,MBATTIATO,2004,2012
5,2010,2010,LJACQUES,2010,50
80,6083,6080,MAZEVEDO,6080,2
15,50,7,LJACQUES,50,2004
7,10,10,FISILVA,633,10
44,1996,1996,MWENTZ,1996,1978
4,6230,6230,PPASSOLD,50,6230
6,6029,7,SRPATRICIO,7,2012
6,6029,7,SRPATRICIO,1537,6029
6,6029,7,APPEREIRA,6029,7
20,2006,2006,MMANDRADE,7,50
44,10,10,JSOUZA,7,7
89,50,7,APPEREIRA,6029,53
96,1791,1791,JSOUZA,7,1791
23,6227,2004,GFRANZONI,1017,2004
80,50,7,LJACQUES,50,2006
80,50,7,LJACQUES,2006,50
1,6230,50,LJACQUES,50,7
7,50,7,SRPATRICIO,7,50
7,50,7,SRPATRICIO,2006,7
102,7,51,JSOUZA,7,53
20,50,7,MMANDRADE,2006,7
79,1537,7,NELIZA,6027,1786
89,50,7,LJACQUES,50,6230
89,50,7,SLKRAESKI,53,2012
96,51,51,MMANDRADE,6027,7
44,10,10,MMANDRADE,7,7
5,50,50,MMANDRADE,7,10
110,51,51,VRCASTRO,92,5901
110,51,51,ISNUNES,1006,51
110,51,51,ACFREITAS,5901,1006
110,51,51,ACFREITAS,5901,92
110,51,51,LRGREGORIO,51,5895
110,51,51,LRGREGORIO,51,7
91,1537,7,SRPATRICIO,7,6027
6,2010,2010,NELIZA,1537,7
80,1537,7,FGREGUI,60,1537
80,1537,7,SLKRAESKI,53,6029
3,50,7,APPEREIRA,6029,50
80,1,7,MMANDRADE,7,1537
96,1788,51,BBRIBEIRO,2002,1537
96,1788,51,BBRIBEIRO,2002,92
7,8,10,NELIZA,7,10
80,1,7,MMANDRADE,7,2002
80,1,7,BBRIBEIRO,2002,51
80,1,7,NELIZA,1844,7
110,51,51,FPGCOSTA,51,1537
110,51,51,CRODRIGUES,2002,1537
7,10,10,VASMAFIOLETTI,10,7
44,10,10,LJACQUES,50,6230
44,10,10,MMANDRADE,7,6020
2,6230,6230,MMANDRADE,7,50
3,6029,7,SRPATRICIO,7,6029
110,51,1996,NELIZA,6080,1996
10,2004,2004,SDCARDOSO,2010,2004
89,50,7,ILIMA,53,6029
89,50,7,MCARVALHO,53,2012
112,7,7,LJACQUES,50,7
80,6080,6080,BVIEIRA,6080,60
97,1788,51,HVMAZZOLA,51,1537
97,6216,51,BBROGNOLI,5901,1788
97,6216,51,AMKOCH,5901,92
7,2006,2006,VASILVA,2004,7
91,1,7,BBRIBEIRO,2002,6065
4,6230,50,SRPATRICIO,7,7
89,6230,50,VPARGENDLER,50,2012
89,6230,50,ILIMA,53,7
92,10,7,MGUEDES,10,2018
7,10,10,GNDASILVA,5893,2018
91,1,7,BVIEIRA,6221,6080
5,50,7,LMDSANTOS,7,2010
7,50,7,MMANDRADE,6029,7
44,10,10,MMANDRADE,7,10
44,10,10,LMSANTOS,10,7
29,1791,1791,MMANDRADE,7,7
44,1996,1996,MMANDRADE,6080,6027
44,1996,1996,BVIEIRA,6027,6080
80,1537,7,SZALVES,1788,1537
89,50,7,LJACQUES,50,2012
110,51,51,TRAMIRES,2002,92
13,50,50,LJACQUES,50,2004
17,2006,2006,SRPATRICIO,7,7
89,6029,7,ALIGARAUJO,6029,7
7,10,10,LMSANTOS,10,2012
7,10,10,LJACQUES,50,10
7,2006,2006,RFERNANDES,2006,2012
23,6227,2004,AHSANTOS,7,50
94,50,7,SAKOERICH,2004,50
89,6230,6230,MVALERIO,6230,2012
97,7,7,ILIMA,53,7
91,1537,7,NELIZA,6027,2002
91,1537,7,ACERVI,2002,51
91,1537,7,SRPATRICIO,7,51
91,1537,7,BBRIBEIRO,2002,51
91,1537,7,SSAMORIM,2002,51
91,1537,7,SRPATRICIO,1,2002
23,2004,2004,VASILVA,2004,50
80,7,7,MMANDRADE,33,7
80,7,7,MMANDRADE,7,33
10,50,7,VPARGENDLER,50,2004
29,7,7,MMANDRADE,7,1791
80,1539,7,NELIZA,7,5221
97,6216,51,TRAMIRES,2002,92
10,2004,2004,LJACQUES,2004,50
7,7,7,SRPATRICIO,7,10
7,7,7,LFUHR,10,2018
2,6230,6230,WBALSAMO,6230,50
17,2006,2006,VACSOUZA,7,50
89,50,7,JSOUZA,7,50
49,53,7,ALIGARAUJO,6029,53
80,50,7,SRPATRICIO,6029,7
89,50,7,LMDSANTOS,7,50
110,51,51,NELIZA,7,5895
10,50,7,SAKOERICH,2004,50
19,50,7,MTCESCONETO,633,50
19,50,7,SRPATRICIO,7,2012
110,51,51,DORIS,51,5901
28,93,93,TBOSCHINI,93,633
80,1539,7,JSOUZA,7,5221
115,2006,2006,JROMAN,2006,50
101,10,10,RRAMOS,10,5893
20,7,7,MMANDRADE,7,50
6,7,7,LJACQUES,50,2012
6,7,7,LJACQUES,2004,50
94,50,7,SAKOERICH,7,2004
3,6029,7,JSOUZA,2,7
71,2012,2012,MMANDRADE,7,50
71,2012,2012,MMANDRADE,7,7
110,51,51,HMARTINELLI,7,51
10,2004,50,LJACQUES,50,633
23,2008,2008,MBATTIATO,2008,2004
44,10,10,LFUHR,10,5893
44,10,10,EMMFILHO,5893,10
23,2008,2008,LHTHIESEN,2008,27
23,2008,2008,SGA,2008,2004
44,1996,1996,NELIZA,6027,1996
44,1996,1996,BVIEIRA,6080,1996
23,2008,2008,ISRICARTE,2012,2004
6,2010,2010,DDURIEUX,2010,1537
97,1788,51,SFPEREIRA,51,5901
7,10,10,LJACQUES,50,10
80,7,7,NELIZA,7,10
10,2004,2004,REBSOUZA,633,50
10,2004,2004,LJACQUES,2004,50
23,2004,2004,CLCCOSTA,2012,2004
110,51,51,MCARVALHO,92,93
6,7,7,APPEREIRA,6029,7
28,1996,1996,MWENTZ,1537,1996
28,1996,1996,KSANHAIA,1996,1537
29,7,7,VAGUIAR,1791,633
29,7,7,REBSOUZA,633,1791
10,50,7,AACASTRO,2004,2010
97,1788,51,MHULLER,5901,92
23,2004,2004,CFSILVA,2004,2012
1,50,7,JSOUZA,7,6029
1,50,7,MMANDRADE,7,50
110,51,51,AVPEREIRA,2002,51
110,51,51,GERSON,51,7
110,51,51,MMANDRADE,7,51
7,10,10,MTCESCONETO,633,50
23,2008,2008,FGCRUZ,2004,2012
23,2008,2008,BCCORTES,2012,2004
10,50,50,AACASTRO,2004,50
10,50,50,PPASSOLD,50,2004
44,1996,1996,MWENTZ,1996,6080
110,51,51,BBRIBEIRO,2002,51
110,51,51,AHSANTOS,7,1537
110,51,51,MCARVALHO,92,5901
110,51,51,BBRIBEIRO,2002,1537
110,51,51,NELIZA,7,51
110,51,51,SRIGOTTI,5895,7
110,51,51,SRIGOTTI,5895,7
110,51,51,MMANDRADE,7,51
110,51,51,VVCOSTA,51,5895
110,51,51,YCOSTA,5895,51
23,2008,2008,JFONTOURA,2012,2004
23,2008,2008,SGA,2008,2004
78,1,7,SRPATRICIO,1537,7
80,1537,51,SRPATRICIO,7,498
23,2004,2004,AACASTRO,2004,2012
7,10,10,MTCESCONETO,633,10
10,2004,2004,AACASTRO,50,2010
44,10,10,LFUHR,10,5893
44,10,10,BFGONZAGA,2018,5893
110,51,51,DORIS,51,5901
6,27,27,ISRICARTE,2012,2010
110,51,2002,EDORIGATTI,2002,92
110,51,2002,EDORIGATTI,51,2002
110,51,2002,JSOUZA,7,2002
10,50,7,EKZAPPELINI,50,2004
110,51,51,ILIMA,53,5901
110,51,51,ACFREITAS,5901,2000
80,50,7,MMANDRADE,7,7
110,51,51,LRGREGORIO,51,2002
44,1996,1996,MWENTZ,1996,1537
110,51,51,IMCKOCHE,5901,92
110,51,51,AMKOCH,5901,92
110,51,51,LRGREGORIO,51,5901
110,51,51,NELIZA,6027,51
110,51,51,AMKOCH,5901,51
110,51,51,SFPEREIRA,51,5901
110,51,51,MHULLER,5901,51
110,51,51,GJMOZZER,92,5901
110,51,51,NELIZA,7,5895
23,2008,2008,SAKOERICH,2004,2012
20,2006,2006,JTRES,2006,50
20,2006,2006,LJACQUES,50,7
20,2006,2006,LJACQUES,50,7
20,2006,2006,LJACQUES,50,7
6,6029,7,LCAVALLERI,27,53
6,6029,7,MROSA,53,6029
78,7,7,NELIZA,1537,7
2,1793,1793,LJACQUES,1793,50
2,1793,1793,VASILVA,50,2004
6,2010,2010,CLCCOSTA,2012,2010
10,7,7,MMANDRADE,7,50
10,7,7,LJACQUES,50,633
10,7,7,LJACQUES,50,2004
20,50,7,VASILVA,2004,7
10,50,7,MTCESCONETO,633,50
23,2004,2004,ACRESPALDI,2012,2004
17,2006,2006,JTRES,2006,50
17,2006,2006,MMANDRADE,7,50
17,2006,2006,DDURIEUX,2010,2006
17,2006,2006,JTRES,2006,2004
80,7,7,MTCESCONETO,633,53
80,7,7,ILIMA,53,633
10,2004,2004,VASILVA,2004,7
10,2004,2004,LJACQUES,50,633
10,2004,2004,MTCESCONETO,633,50
10,50,7,VASILVA,2004,633
10,50,7,REBSOUZA,633,50
23,6227,2004,LJACQUES,50,1537
110,51,51,LCLAGO,2002,51
110,51,51,MCARVALHO,92,2002
110,51,51,FPGCOSTA,51,2002
110,51,51,FKSOUZA,1788,2002
2,6230,50,LJACQUES,50,7
23,2004,2004,CLCCOSTA,2012,2004
80,1539,7,JSOUZA,7,498
7,10,10,CLCCOSTA,2012,50
97,6211,51,SRPATRICIO,6027,7
97,6211,51,AGARAUJO,51,5901
97,6211,51,MTCESCONETO,633,2002
10,50,7,DDURIEUX,2010,2004
97,6216,51,MCARVALHO,92,5901
44,10,10,GNDASILVA,5893,10
44,10,10,VAMARAL,2018,10
17,2006,2006,LJACQUES,50,2004
17,2006,2006,LJACQUES,50,7
10,1,2004,CLCCOSTA,2012,2004
17,2006,2006,SAKOERICH,2004,2006
17,2006,2006,LJACQUES,50,7
44,10,10,VAMARAL,2018,10
96,1537,7,MWALETE,5984,7
96,1537,7,MMANDRADE,1537,7
23,2004,2004,RKRAUS,2012,2004
26,50,7,SRPATRICIO,7,7
26,50,7,ISRICARTE,2012,2004
26,50,7,SRPATRICIO,7,50
110,51,51,SGA,1006,5901
110,51,51,SGA,1006,5901
80,50,7,MMANDRADE,7,2010
91,6227,2002,NELIZA,6080,6027
110,51,51,FPGCOSTA,51,7
23,2004,2004,FGCRUZ,2004,2012
23,2004,2004,BCCORTES,2012,2004
23,2004,2004,VASILVA,2004,2012
110,51,51,YCOSTA,51,5895
110,51,51,MSCOSTA,5895,1006
110,51,51,AHSANTOS,7,1537
110,51,51,RELUZ,1006,51
110,51,51,NMGODINHO,51,5901
89,50,7,LAVILLA,7,50
94,50,7,LJACQUES,50,2004
80,1539,7,SRPATRICIO,1539,7
80,1,7,SRPATRICIO,1539,7
44,10,10,EMMFILHO,5893,2018
29,1,7,MMANDRADE,7,1791
10,7,7,MMARTINS,50,2004
39,1539,7,NELIZA,1539,7
101,1,7,VOLIVEIRA,2018,10
80,1,7,ILIMA,53,1
80,1,7,REBSOUZA,633,2012
80,1,7,MMANDRADE,4,7
80,1,7,MMANDRADE,1,7
16,6029,7,TBMEDEIROS,2004,50
6,2010,2010,CLCCOSTA,2012,10
4,50,50,JSOUZA,7,1537
17,2006,2006,VASILVA,50,2004
101,10,10,LFUHR,10,5893
41,6080,7,TGBETIO,6080,3
41,6080,7,BVIEIRA,7,6080
19,6029,7,APPEREIRA,6029,50
19,6029,7,APPEREIRA,6029,7
19,6029,7,SRPATRICIO,7,50
80,6029,7,NELIZA,7,6029
7,2006,2006,ISRICARTE,2012,2006
91,35,2002,MGHENRIQUE,2002,51
91,35,2002,NELIZA,1,6027
80,7,7,MMANDRADE,7,1788
80,7,7,PRSOUZA,1788,7
91,50,7,MMARTINS,50,2004
4,6230,6230,SRPATRICIO,7,7
4,6230,6230,LJACQUES,50,7
4,6230,6230,SRPATRICIO,7,50
4,6230,6230,SDMARCOS,633,50
6,2010,2010,CLCCOSTA,2012,2010
79,1537,7,NELIZA,7,6027
110,51,51,LDECKER,93,51
110,51,51,PVCOSTA,1006,862
110,51,51,AGARAUJO,51,5901
110,51,51,JCCONRADO,5901,51
110,51,51,HVMAZZOLA,51,5901
110,51,51,MCARVALHO,92,5901
110,51,51,IMCKOCHE,5901,92
110,51,51,SRPATRICIO,7,5895
7,10,10,LFUHR,10,2018
110,51,2002,YCOSTA,51,2002
110,51,2002,NELIZA,6027,51
29,1791,7,SDMARCOS,633,1791
7,10,10,EMMFILHO,5893,2018
80,6080,7,PREMOR,1,6080
101,10,10,VASMAFIOLETTI,10,5893
19,50,7,LAVILLA,7,6029
110,51,51,FPGCOSTA,5895,7
110,51,51,SRPATRICIO,7,2018
110,51,51,AGARAUJO,51,7
110,51,51,BNOSOL,2018,7
16,50,7,LJACQUES,50,2004
28,93,93,LDECKER,53,93
110,51,51,MCARVALHO,92,5901
4,7,7,JSOUZA,7,50
110,51,51,LDECKER,93,51
17,2006,2006,RRZDASILVA,2006,2004
17,2006,2006,MMANDRADE,7,50
17,2006,2006,LJACQUES,50,2004
89,50,7,SRPATRICIO,7,50
39,1539,7,NELIZA,1539,7
110,51,51,NMGODINHO,5895,5901
2,6230,6230,WBALSAMO,6230,2004
3,6029,7,SFLUZ,2,7
6,53,50,LJACQUES,50,2012
19,50,7,MMANDRADE,7,6029
19,50,7,LJACQUES,50,2004
89,6029,7,NELIZA,6029,7
89,6029,7,LJACQUES,50,6230
7,10,10,NELIZA,10,7
7,10,10,LJACQUES,50,6230
39,1539,7,SRPATRICIO,7,1539
6,2010,2010,CLCCOSTA,2012,2010
6,2010,2010,AGSILVEIRA,2010,1537
7,7,7,SFLUZ,7,10
44,10,10,MGUEDES,10,2018
23,2004,2004,FEMSANTOS,2004,2012
23,2004,2004,CLCCOSTA,2012,2004
7,10,10,LFROSA,633,50
17,50,7,LAVILLA,7,1
17,50,7,MMANDRADE,7,50
3,6029,7,MMANDRADE,7,6029
89,50,7,WBALSAMO,6230,50
23,6227,2004,VASILVA,10,2004
23,6227,2004,LJACQUES,50,1537
23,6227,2004,LJACQUES,50,2004
23,6227,2004,AHSANTOS,1537,2004
44,10,10,VAMARAL,10,5893
97,6216,51,JCCONRADO,5901,92
97,6216,51,PVCOSTA,1006,51
91,1537,7,PREMOR,6080,2002
91,1537,7,MMANDRADE,1537,2002
78,1,7,MAYRAS,35,1
80,7,7,MMANDRADE,7,7
110,51,51,GERSON,51,7
110,51,51,DORIS,51,5895
110,51,51,AGARAUJO,51,7
44,10,10,MGUEDES,10,2018
17,2006,2006,VASILVA,2004,2006
17,2006,2006,JTRES,2006,2004
70,7,7,MMANDRADE,7,1537
80,1,7,ALIGARAUJO,6029,7
109,50,7,MROSA,53,1537
23,2004,2004,MMANDRADE,7,2004
94,50,7,LJACQUES,50,2004
4,6230,50,LJACQUES,50,7
4,6230,50,LJACQUES,50,6029
15,7,7,MMANDRADE,7,50
15,7,7,REBSOUZA,633,50
44,1996,1996,MWENTZ,1996,1537
89,50,50,ISRICARTE,2012,50
89,50,50,MTCESCONETO,633,53
110,51,2002,CRODRIGUES,2002,633
110,51,2002,MCARVALHO,92,2002
110,51,2002,NELIZA,7,51
89,1,7,LJACQUES,50,2012
80,1537,7,LJACQUES,50,6029
80,1537,7,JSOUZA,7,50
16,50,7,LJACQUES,50,2004
